,chr,start,stop,gene
0,X,8500986,8700128,KAL1
0,X,8759302,8768263,FAM9A
0,X,8993506,9050757,FAM9B
0,X,9621577,9684337,TBL1X
0,X,9693736,9754388,GPR143
0,X,9754536,9915028,SHROOM2
0,X,9935342,9936185,AC002365.1
0,X,9935342,9936185,LOC100288814
0,X,10031529,10109592,WWC3
0,X,10153023,10201675,CLCN4
0,X,10417358,10535638,MID1
0,X,11130131,11135586,HCCS
0,X,11136398,11136530,ARHGAP6
0,X,11136571,11136791,HCCS
0,X,11138065,11138216,ARHGAP6
0,X,11138977,11139981,HCCS
0,X,11156933,11308649,ARHGAP6
0,X,11312859,11318783,AMELX
0,X,11369456,11682999,ARHGAP6
0,X,11776333,11793249,MSL3
0,X,12157041,12738703,FRMPD4
0,X,12809567,12840966,PRPS2
0,X,12885648,12906828,TLR7
0,X,12924776,12924879,TLR8
0,X,12928455,12928612,NM_016610
0,X,12928455,12928612,TLR8
0,X,12937113,12940336,NM_016610
0,X,12937113,12940336,TLR8
0,X,12994331,12994981,TMSB4X
0,X,13056510,13061959,FAM9C
0,X,13336936,13338104,ATXN3L
0,X,13587931,13651265,EGFL6
0,X,13677756,13681734,TCEANC
0,X,13680570,13681734,NM_001297563
0,X,13680570,13681734,NM_001297564
0,X,13684386,13684487,TCEANC
0,X,13726816,13727522,RAB9A
0,X,13732476,13752302,TRAPPC2
0,X,13753141,13787278,OFD1
0,X,13790950,13956680,GPM6B
0,X,14026982,14039648,GEMIN8
0,X,14548130,14748658,GLRA2
0,X,14861639,14883683,FANCB
0,X,14891601,14939594,MOSPD2
0,X,15253360,15288047,ASB9
0,X,15301577,15333778,ASB11
0,X,15339578,15353686,PIGA
0,X,15364205,15402119,FIGF
0,X,15403076,15509431,PIR
0,X,15526427,15574321,BMX
0,X,15579978,15619085,ACE2
0,X,15646044,15682949,TMEM27
0,X,15768097,15800838,CA5B
0,X,15808569,15841416,ZRSR2
0,X,15845398,15872987,AP1S2
0,X,16142027,16170819,GRPR
0,X,16188456,16189567,MAGEB17
0,X,16608866,16657417,CTPS2
0,X,16669080,16672683,S100G
0,X,16685587,16721076,CTPS2
0,X,16737798,16778533,SYAP1
0,X,16804561,16859940,TXLNG
0,X,16863108,16888227,RBBP7
0,X,16964935,17165655,REPS2
0,X,17393831,17750635,NHS
0,X,17762257,17771563,SCML1
0,X,17818488,17820181,RAI2
0,X,18183079,18238921,BEND2
0,X,18259321,18352242,SCML2
0,X,18525167,18646758,CDKL5
0,X,18660074,18662796,RS1
0,X,18664077,18664261,CDKL5
0,X,18665261,18665503,RS1
0,X,18668480,18671715,CDKL5
0,X,18674723,18690239,RS1
0,X,18725850,18845656,PPEF1
0,X,18911553,19002101,PHKA2
0,X,19008932,19087003,GPR64
0,X,19362106,19377822,PDHA1
0,X,19378817,19533430,MAP3K15
0,X,19554485,19905479,SH3KBP1
0,X,19935373,19988433,CXorf23
0,X,20028871,20135048,MAP7D2
0,X,20146374,20159809,EIF1AX
0,X,20173466,20284801,RPS6KA3
0,X,21392966,21670690,CNKSR2
0,X,21673922,21675957,KLHL34
0,X,21755631,21772459,SMPX
0,X,21857803,21871672,MBTPS2
0,X,21874553,21875772,YY2
0,X,21886535,21900824,MBTPS2
0,X,21958893,22025369,SMS
0,X,22051074,22266121,PHEX
0,X,22291059,22292437,ZNF645
0,X,23018125,23020121,DDX53
0,X,23352943,23412353,PTCHD1
0,X,23682587,23704503,PRDX4
0,X,23721961,23761312,ACOT9
0,X,23801419,23804024,SAT1
0,X,23858409,23925870,APOO
0,X,23928370,23957471,CXorf58
0,X,24005988,24024861,KLHL15
0,X,24073036,24094953,EIF2S3
0,X,24190810,24229544,ZFX
0,X,24328929,24331483,SUPT20HL2
0,X,24380828,24383592,SUPT20HL1
0,X,24483523,24557332,PDK3
0,X,24580152,24690800,PCYT1B
0,X,24712029,25014118,POLA1
0,X,25022737,25033905,ARX
0,X,26157053,26158185,MAGEB18
0,X,26211914,26213238,MAGEB6
0,X,26235369,26236297,MAGEB5
0,X,27764963,27766959,DCAF8L2
0,X,27839374,27840518,MAGEB10
0,X,27997599,27999502,DCAF8L1
0,X,28807411,29973988,IL1RAPL1
0,X,30236648,30237708,MAGEB2
0,X,30253992,30255133,MAGEB3
0,X,30260203,30261344,MAGEB4
0,X,30268561,30269705,MAGEB1
0,X,30322646,30327531,NR0B1
0,X,30577517,30578523,CXorf21
0,X,30671605,30746910,GK
0,X,30849494,30877756,TAB3
0,X,31089469,31090121,FTHL17
0,X,31139900,33357433,DMD
0,X,34147970,34150446,FAM47A
0,X,34648380,34675197,TMEM47
0,X,34960899,34962937,FAM47B
0,X,35818606,35821339,MAGEB16
0,X,35937867,36007704,CXorf22
0,X,36053858,36162977,CHDC2
0,X,36246685,36403172,CXorf30
0,X,37026434,37029642,FAM47C
0,X,37061046,37061812,FTH1P18
0,X,37265453,37265563,PRRG1
0,X,37265453,37265563,TM4SF2
0,X,37285043,37285304,PRRG1
0,X,37285043,37285304,TM4SF2
0,X,37299994,37312925,PRRG1
0,X,37431074,37535117,LANCL3
0,X,37545165,37587766,XK
0,X,37639281,37670221,CYBB
0,X,37696417,37706814,DYNLT3
0,X,37850043,37850497,CXorf27
0,X,37893093,37986034,SYTL5
0,X,38008914,38080747,SRPX
0,X,38128829,38186671,RPGR
0,X,38211900,38280386,OTC
0,X,38420750,38525614,TSPAN7
0,X,38525325,38525614,TM4SF2
0,X,38530580,38530755,TSPAN7
0,X,38530580,38530755,TM4SF2
0,X,38533425,38533621,TSPAN7
0,X,38533425,38533621,TM4SF2
0,X,38534909,38535165,TSPAN7
0,X,38534909,38535165,TM4SF2
0,X,38540408,38540592,TSPAN7
0,X,38540408,38540592,TM4SF2
0,X,38546803,38546972,TSPAN7
0,X,38546803,38546972,TM4SF2
0,X,38664150,38664802,MID1IP1
0,X,39909119,39937233,BCOR
0,X,40440172,40465058,ATP6AP2
0,X,40482768,40483279,MPC1L
0,X,40489817,40506823,CXorf38
0,X,40508834,40588648,MED14
0,X,40594400,40595093,MED14OS
0,X,40594400,40595093,MED14
0,X,40597395,40597561,MED14OS
0,X,40982832,41091828,USP9X
0,X,41193456,41207023,DDX3X
0,X,41307093,41334203,NYX
0,X,41379623,41530834,CASK
0,X,41554837,41556083,GPR34
0,X,41586230,41587341,GPR82
0,X,41598587,41782292,CASK
0,X,43515540,43603811,MAOA
0,X,43626663,43741596,MAOB
0,X,43808995,43817942,NDP
0,X,44007991,44202885,EFHC2
0,X,44383394,44402129,FUNDC1
0,X,44703329,44704002,DUSP21
0,X,44732748,44970707,KDM6A
0,X,45010847,45060122,CXorf36
0,X,46309846,46356651,KRBOX4
0,X,46359228,46401573,ZNF674
0,X,46433317,46434878,CHST7
0,X,46466337,46618515,SLC9A7
0,X,46696486,46739255,RP2
0,X,46746975,46754059,CXorf31
0,X,46844246,46918530,JADE3
0,X,46940494,46952397,RGN
0,X,47001666,47004129,NDUFB11
0,X,47004796,47046049,RBM10
0,X,47057552,47074379,UBA1
0,X,47078002,47088865,CDK16
0,X,47092264,47107380,USP11
0,X,47230018,47273044,ZNF157
0,X,47306779,47326931,ZNF41
0,X,47342954,47343339,CXorf24
0,X,47422317,47430907,ARAF
0,X,47432213,47436951,SYN1
0,X,47441912,47446141,TIMP1
0,X,47464327,47479178,SYN1
0,X,47483624,47489294,CFP
0,X,47496178,47500891,ELK1
0,X,47511191,47518413,UXT
0,X,47705617,47776082,ZNF81
0,X,47835516,47848046,ZNF182
0,X,47861877,47862059,ZNF81
0,X,47861877,47862059,ZNF182
0,X,47867151,47867396,SPACA5B
0,X,47867151,47867396,SPACA5
0,X,47867724,47867983,SPACA5B
0,X,47867724,47867983,SPACA5
0,X,47868713,47868892,SPACA5B
0,X,47868713,47868892,SPACA5
0,X,47868896,47869093,SPACA5B
0,X,47868896,47869093,SPACA5
0,X,47916658,47926325,ZNF630
0,X,47990020,47990265,SPACA5B
0,X,47990020,47990265,SPACA5
0,X,47990593,47990852,SPACA5B
0,X,47990593,47990852,SPACA5
0,X,47991582,47991761,SPACA5B
0,X,47991582,47991761,SPACA5
0,X,47991765,47991962,SPACA5B
0,X,47991765,47991962,SPACA5
0,X,48047017,48054845,SSX5
0,X,48116627,48125873,SSX1
0,X,48206889,48214735,SSX3
0,X,48243445,48243614,SSX4
0,X,48243445,48243614,SSX4B
0,X,48243953,48244168,SSX4
0,X,48243953,48244168,SSX4B
0,X,48244744,48244940,SSX4
0,X,48244744,48244940,SSX4B
0,X,48246703,48246853,SSX4
0,X,48246703,48246853,SSX4B
0,X,48248738,48248974,SSX4
0,X,48248738,48248974,SSX4B
0,X,48251261,48251466,SSX4
0,X,48251261,48251466,SSX4B
0,X,48252148,48252275,SSX4
0,X,48252148,48252275,SSX4B
0,X,48262035,48262162,SSX4
0,X,48262035,48262162,SSX4B
0,X,48262844,48263049,SSX4
0,X,48262844,48263049,SSX4B
0,X,48265336,48265572,SSX4
0,X,48265336,48265572,SSX4B
0,X,48267458,48267608,SSX4
0,X,48267458,48267608,SSX4B
0,X,48269371,48269567,SSX4
0,X,48269371,48269567,SSX4B
0,X,48270143,48270358,SSX4
0,X,48270143,48270358,SSX4B
0,X,48270696,48270865,SSX4
0,X,48270696,48270865,SSX4B
0,X,48317269,48326362,SLC38A5
0,X,48336386,48341457,FTSJ1
0,X,48367967,48378915,PORCN
0,X,48382110,48386896,EBP
0,X,48398136,48419414,TBC1D25
0,X,48432809,48433299,AC115618.1
0,X,48433519,48435998,RBM3
0,X,48456335,48463471,WDR13
0,X,48542193,48549604,WAS
0,X,48554161,48566012,SUV39H1
0,X,48620145,48631902,GLOD5
0,X,48649467,48652726,GATA1
0,X,48660290,48683073,HDAC6
0,X,48687484,48688286,ERAS
0,X,48689620,48693985,PCSK1N
0,X,48750962,48755083,TIMM17B
0,X,48755551,48760412,PQBP1
0,X,48760591,48769205,SLC35A2
0,X,48771358,48776162,PIM2
0,X,48780401,48814883,OTUD5
0,X,48819792,48826729,KCND1
0,X,48830555,48858691,GRIPAP1
0,X,48887619,48900803,TFE3
0,X,48919523,48926245,CCDC120
0,X,48929478,48929718,AF196779.12
0,X,48929478,48929718,PRAF2
0,X,48929478,48929718,WDR45
0,X,48929956,48930360,AF196779.12
0,X,48929956,48930360,PRAF2
0,X,48929956,48930360,WDR45
0,X,48931418,48931697,PRAF2
0,X,48932412,48932622,WDR45
0,X,48932745,48933463,AF196779.12
0,X,48932745,48933463,WDR45
0,X,48933474,48933688,AF196779.12
0,X,48933474,48934535,WDR45
0,X,48935252,48935621,AF196779.12
0,X,48935252,48935621,WDR45
0,X,48935650,48935805,AF196779.12
0,X,48935650,48935805,WDR45
0,X,48970509,48980123,GPKOW
0,X,49019162,49022789,MAGIX
0,X,49028298,49031094,PLP2
0,X,49031972,49042801,PRICKLE3
0,X,49047844,49056696,SYP
0,X,49061547,49089822,CACNA1F
0,X,49092047,49106773,CCDC22
0,X,49107745,49115748,FOXP3
0,X,49126283,49157973,PPP1R3F
0,X,49161289,49176280,GAGE10
0,X,49179623,49185823,GAGE12J
0,X,49189166,49189350,GAGE2E
0,X,49189166,49189350,GAGE8
0,X,49189166,49189350,GAGE13
0,X,49189715,49189936,GAGE2E
0,X,49189715,49189936,GAGE8
0,X,49189715,49189936,GAGE13
0,X,49192643,49192869,GAGE2E
0,X,49192643,49192869,GAGE8
0,X,49192643,49192869,GAGE13
0,X,49195203,49195326,GAGE2E
0,X,49195203,49195326,GAGE13
0,X,49198669,49198850,GAGE2C
0,X,49198669,49198850,GAGE2E
0,X,49198669,49198850,GAGE8
0,X,49198669,49198850,GAGE2D
0,X,49198669,49198850,GAGE2A
0,X,49199215,49199436,GAGE2C
0,X,49199215,49199436,GAGE2E
0,X,49199215,49199436,GAGE8
0,X,49199215,49199436,GAGE2D
0,X,49199215,49199436,GAGE2A
0,X,49202169,49202395,GAGE2E
0,X,49202169,49202395,GAGE8
0,X,49202169,49202395,GAGE2D
0,X,49204757,49204880,GAGE2E
0,X,49208222,49208403,GAGE2C
0,X,49208222,49208403,GAGE2E
0,X,49208222,49208403,GAGE8
0,X,49208222,49208403,GAGE2D
0,X,49208222,49208403,GAGE2A
0,X,49208767,49208988,GAGE2C
0,X,49208767,49208988,GAGE2E
0,X,49208767,49208988,GAGE8
0,X,49208767,49208988,GAGE2D
0,X,49208767,49208988,GAGE2A
0,X,49211688,49211917,GAGE2C
0,X,49211688,49211917,GAGE2E
0,X,49211688,49211917,GAGE8
0,X,49211688,49211917,GAGE2D
0,X,49214254,49214377,GAGE2C
0,X,49214254,49214377,GAGE2E
0,X,49214254,49214377,GAGE8
0,X,49214254,49214377,GAGE2D
0,X,49217721,49217905,GAGE7
0,X,49217721,49217905,GAGE5
0,X,49217721,49217905,GAGE4
0,X,49217721,49217905,GAGE12I
0,X,49218270,49218491,GAGE7
0,X,49218270,49218491,GAGE5
0,X,49218270,49218491,GAGE4
0,X,49218270,49218491,GAGE12I
0,X,49221211,49221437,GAGE2C
0,X,49221211,49221437,GAGE7
0,X,49221211,49221437,GAGE5
0,X,49221211,49221437,GAGE4
0,X,49221211,49221437,GAGE12I
0,X,49223777,49223900,GAGE2C
0,X,49223777,49223900,GAGE2D
0,X,49223777,49223900,GAGE7
0,X,49223777,49223900,GAGE5
0,X,49223777,49223900,GAGE4
0,X,49223777,49223900,GAGE12I
0,X,49227244,49227425,GAGE2C
0,X,49227244,49227425,GAGE2D
0,X,49227790,49228011,GAGE2C
0,X,49227790,49228011,GAGE2D
0,X,49230749,49230975,GAGE2C
0,X,49230749,49230975,GAGE2D
0,X,49233315,49233438,GAGE2C
0,X,49233315,49233438,GAGE2D
0,X,49236781,49236962,GAGE2C
0,X,49236781,49236962,GAGE2B
0,X,49236781,49236962,GAGE2E
0,X,49236781,49236962,GAGE8
0,X,49236781,49236962,GAGE2A
0,X,49237327,49237548,GAGE2C
0,X,49237327,49237548,GAGE2B
0,X,49237327,49237548,GAGE2E
0,X,49237327,49237548,GAGE8
0,X,49237327,49237548,GAGE2A
0,X,49240284,49240510,GAGE2C
0,X,49240284,49240510,GAGE2B
0,X,49240284,49240510,GAGE2A
0,X,49242850,49242973,GAGE2B
0,X,49294422,49294545,GAGE2C
0,X,49294422,49294545,GAGE8
0,X,49294422,49294545,GAGE13
0,X,49294422,49294545,GAGE12B
0,X,49294422,49294545,GAGE2A
0,X,49294422,49294545,GAGE12J
0,X,49297885,49298069,GAGE12G
0,X,49297885,49298069,GAGE12H
0,X,49297885,49298069,GAGE12E
0,X,49297885,49298069,GAGE12F
0,X,49297885,49298069,GAGE12C
0,X,49297885,49298069,GAGE12D
0,X,49297885,49298069,GAGE12B
0,X,49298434,49298655,GAGE12G
0,X,49298434,49298655,GAGE12H
0,X,49298434,49298655,GAGE12E
0,X,49298434,49298655,GAGE12F
0,X,49298434,49298655,GAGE12C
0,X,49298434,49298655,GAGE12D
0,X,49298434,49298655,GAGE12B
0,X,49301377,49301606,GAGE12G
0,X,49301377,49301606,GAGE12H
0,X,49301377,49301606,GAGE12E
0,X,49301377,49301606,GAGE12F
0,X,49301377,49301606,GAGE12C
0,X,49301377,49301606,GAGE12D
0,X,49301377,49301606,GAGE2E
0,X,49301377,49301606,GAGE8
0,X,49301377,49301606,GAGE12B
0,X,49301377,49301606,GAGE2A
0,X,49303978,49304101,GAGE12G
0,X,49303978,49304101,GAGE12H
0,X,49303978,49304101,GAGE12E
0,X,49303978,49304101,GAGE12F
0,X,49303978,49304101,GAGE12C
0,X,49303978,49304101,GAGE12D
0,X,49303978,49304101,GAGE2E
0,X,49303978,49304101,GAGE8
0,X,49303978,49304101,GAGE12B
0,X,49303978,49304101,GAGE2A
0,X,49307441,49307625,GAGE12G
0,X,49307441,49307625,GAGE12H
0,X,49307441,49307625,GAGE12E
0,X,49307441,49307625,GAGE12F
0,X,49307441,49307625,GAGE12C
0,X,49307441,49307625,GAGE12D
0,X,49307441,49307625,GAGE12B
0,X,49307990,49308211,GAGE12G
0,X,49307990,49308211,GAGE12H
0,X,49307990,49308211,GAGE12E
0,X,49307990,49308211,GAGE12F
0,X,49307990,49308211,GAGE12C
0,X,49307990,49308211,GAGE12D
0,X,49307990,49308211,GAGE12B
0,X,49310933,49311159,GAGE12G
0,X,49310933,49311159,GAGE12H
0,X,49310933,49311159,GAGE12E
0,X,49310933,49311159,GAGE12F
0,X,49310933,49311159,GAGE12C
0,X,49310933,49311159,GAGE12D
0,X,49310933,49311159,GAGE12B
0,X,49310933,49311159,GAGE2A
0,X,49313534,49313657,GAGE12G
0,X,49313534,49313657,GAGE12H
0,X,49313534,49313657,GAGE12E
0,X,49313534,49313657,GAGE12F
0,X,49313534,49313657,GAGE12C
0,X,49313534,49313657,GAGE12D
0,X,49313534,49313657,GAGE8
0,X,49313534,49313657,GAGE12B
0,X,49313534,49313657,GAGE2A
0,X,49316997,49317181,GAGE12G
0,X,49316997,49317181,GAGE12H
0,X,49316997,49317181,GAGE12E
0,X,49316997,49317181,GAGE12F
0,X,49316997,49317181,GAGE12C
0,X,49316997,49317181,GAGE12D
0,X,49316997,49317181,GAGE12B
0,X,49317546,49317767,GAGE12G
0,X,49317546,49317767,GAGE12H
0,X,49317546,49317767,GAGE12E
0,X,49317546,49317767,GAGE12F
0,X,49317546,49317767,GAGE12C
0,X,49317546,49317767,GAGE12D
0,X,49317546,49317767,GAGE12B
0,X,49320489,49320715,GAGE12G
0,X,49320489,49320715,GAGE12H
0,X,49320489,49320715,GAGE12E
0,X,49320489,49320715,GAGE12F
0,X,49320489,49320715,GAGE12C
0,X,49320489,49320715,GAGE12D
0,X,49320489,49320715,GAGE12B
0,X,49323086,49323209,GAGE12G
0,X,49323086,49323209,GAGE12H
0,X,49323086,49323209,GAGE12E
0,X,49323086,49323209,GAGE12F
0,X,49323086,49323209,GAGE12C
0,X,49323086,49323209,GAGE12D
0,X,49323086,49323209,GAGE12B
0,X,49326550,49326734,GAGE12G
0,X,49326550,49326734,GAGE12E
0,X,49326550,49326734,GAGE12F
0,X,49326550,49326734,GAGE12C
0,X,49326550,49326734,GAGE12D
0,X,49326550,49326734,GAGE6
0,X,49326550,49326734,GAGE12I
0,X,49327099,49327320,GAGE12G
0,X,49327099,49327320,GAGE12E
0,X,49327099,49327320,GAGE12F
0,X,49327099,49327320,GAGE12C
0,X,49327099,49327320,GAGE12D
0,X,49327099,49327320,GAGE6
0,X,49327099,49327320,GAGE12I
0,X,49330048,49330274,GAGE12G
0,X,49330048,49330274,GAGE12E
0,X,49330048,49330274,GAGE12F
0,X,49330048,49330274,GAGE12C
0,X,49330048,49330274,GAGE12D
0,X,49330048,49330274,GAGE6
0,X,49330048,49330274,GAGE12I
0,X,49332645,49332768,GAGE12G
0,X,49332645,49332768,GAGE12E
0,X,49332645,49332768,GAGE12F
0,X,49332645,49332768,GAGE12C
0,X,49332645,49332768,GAGE12D
0,X,49332645,49332768,GAGE6
0,X,49332645,49332768,GAGE12I
0,X,49336108,49336292,GAGE12G
0,X,49336108,49336292,GAGE12E
0,X,49336108,49336292,GAGE12F
0,X,49336108,49336292,GAGE12C
0,X,49336108,49336292,GAGE12D
0,X,49336108,49336292,GAGE6
0,X,49336108,49336292,GAGE12I
0,X,49336657,49336878,GAGE12G
0,X,49336657,49336878,GAGE12E
0,X,49336657,49336878,GAGE12F
0,X,49336657,49336878,GAGE12C
0,X,49336657,49336878,GAGE12D
0,X,49336657,49336878,GAGE6
0,X,49336657,49336878,GAGE12I
0,X,49339601,49339827,GAGE12G
0,X,49339601,49339827,GAGE12E
0,X,49339601,49339827,GAGE12F
0,X,49339601,49339827,GAGE12C
0,X,49339601,49339827,GAGE12D
0,X,49339601,49339827,GAGE6
0,X,49339601,49339827,GAGE12I
0,X,49342194,49342317,GAGE12G
0,X,49342194,49342317,GAGE12E
0,X,49342194,49342317,GAGE12F
0,X,49342194,49342317,GAGE12C
0,X,49342194,49342317,GAGE12D
0,X,49342194,49342317,GAGE6
0,X,49342194,49342317,GAGE12I
0,X,49345657,49345841,GAGE12H
0,X,49345657,49345841,GAGE12E
0,X,49345657,49345841,GAGE12C
0,X,49345657,49345841,GAGE12D
0,X,49346206,49346427,GAGE12H
0,X,49346206,49346427,GAGE12E
0,X,49346206,49346427,GAGE12C
0,X,49346206,49346427,GAGE12D
0,X,49349149,49349375,GAGE12H
0,X,49349149,49349375,GAGE12E
0,X,49349149,49349375,GAGE12C
0,X,49349149,49349375,GAGE12D
0,X,49351741,49351864,GAGE12H
0,X,49351741,49351864,GAGE12E
0,X,49351741,49351864,GAGE12C
0,X,49351741,49351864,GAGE12D
0,X,49355204,49361387,GAGE2A
0,X,49364728,49370669,GAGE1
0,X,49452094,49459424,PAGE1
0,X,49594982,49598516,PAGE4
0,X,49644861,49646278,USP27X
0,X,49689859,49856927,CLCN5
0,X,49955553,49965591,AKAP4
0,X,50028114,50094753,CCNB3
0,X,50111889,50213728,DGKK
0,X,50339645,50557069,SHROOM4
0,X,50653734,50659658,BMP15
0,X,51075768,51079142,NUDT10
0,X,51149819,51151431,CXorf67
0,X,51149819,51151431,NM_203407
0,X,51234551,51239347,NUDT11
0,X,51486673,51488660,GSPT2
0,X,51637351,51645077,MAGED1
0,X,51795894,51797393,RP11-114H20.1
0,X,51805075,51805185,MAGED4B
0,X,51805075,51805185,MAGED4
0,X,51805276,51805811,MAGED4B
0,X,51805276,51805811,MAGED4
0,X,51806033,51806248,MAGED4B
0,X,51806033,51806248,MAGED4
0,X,51806749,51806897,MAGED4B
0,X,51806749,51806897,MAGED4
0,X,51807093,51807256,MAGED4B
0,X,51807093,51807256,MAGED4
0,X,51807494,51807855,MAGED4B
0,X,51807494,51807855,MAGED4
0,X,51808215,51808568,MAGED4B
0,X,51808215,51808568,MAGED4
0,X,51808856,51809036,MAGED4B
0,X,51808856,51809036,MAGED4
0,X,51809129,51809293,MAGED4B
0,X,51809129,51809293,MAGED4
0,X,51809296,51809600,MAGED4B
0,X,51809296,51809600,MAGED4
0,X,51809911,51810845,MAGED4B
0,X,51809911,51810845,MAGED4
0,X,51811009,51811319,MAGED4B
0,X,51811009,51811319,MAGED4
0,X,51928969,51929279,MAGED4B
0,X,51928969,51929279,MAGED4
0,X,51929443,51930377,MAGED4B
0,X,51929443,51930377,MAGED4
0,X,51930688,51930992,MAGED4B
0,X,51930688,51930992,MAGED4
0,X,51930995,51931159,MAGED4B
0,X,51930995,51931159,MAGED4
0,X,51931252,51931432,MAGED4B
0,X,51931252,51931432,MAGED4
0,X,51931720,51931912,MAGED4B
0,X,51931720,51931912,MAGED4
0,X,51932433,51932741,MAGED4B
0,X,51932433,51932741,MAGED4
0,X,51933032,51933195,MAGED4B
0,X,51933032,51933195,MAGED4
0,X,51933391,51933539,MAGED4B
0,X,51933391,51933539,MAGED4
0,X,51934040,51934255,MAGED4B
0,X,51934040,51934255,MAGED4
0,X,51934477,51935012,MAGED4B
0,X,51934477,51935012,MAGED4
0,X,51935103,51935213,MAGED4B
0,X,51935103,51935213,MAGED4
0,X,51942922,51944421,RP11-363G10.2
0,X,52113108,52113289,XAGE2B
0,X,52113108,52113289,XAGE2
0,X,52113660,52113866,XAGE2B
0,X,52113660,52113866,XAGE2
0,X,52115637,52115863,XAGE2B
0,X,52115637,52115863,XAGE2
0,X,52118662,52118785,XAGE2B
0,X,52118662,52118785,XAGE2
0,X,52238853,52239102,XAGE1B
0,X,52240408,52240666,XAGE1E
0,X,52240408,52240666,XAGE1B
0,X,52241077,52241304,XAGE1E
0,X,52241077,52241304,XAGE1B
0,X,52243794,52243917,XAGE1E
0,X,52243794,52243917,XAGE1B
0,X,52255257,52255380,XAGE1E
0,X,52255257,52255380,XAGE1B
0,X,52255257,52255380,XAGE1A
0,X,52257870,52258097,XAGE1E
0,X,52257870,52258097,XAGE1B
0,X,52257870,52258097,XAGE1A
0,X,52258508,52258766,XAGE1E
0,X,52258508,52258766,XAGE1B
0,X,52258508,52260321,XAGE1A
0,X,52380390,52386067,XAGE2
0,X,52511804,52512053,XAGE1C
0,X,52513359,52513617,XAGE1E
0,X,52513359,52513617,XAGE1C
0,X,52513359,52513617,XAGE1B
0,X,52514028,52514255,XAGE1E
0,X,52514028,52514255,XAGE1C
0,X,52514028,52514255,XAGE1B
0,X,52516745,52516868,XAGE1E
0,X,52516745,52516868,XAGE1C
0,X,52516745,52516868,XAGE1B
0,X,52528197,52528320,XAGE1E
0,X,52528197,52528320,XAGE1D
0,X,52528197,52528320,XAGE1B
0,X,52530810,52531037,XAGE1E
0,X,52530810,52531037,XAGE1D
0,X,52530810,52531037,XAGE1B
0,X,52531448,52531706,XAGE1E
0,X,52531448,52531706,XAGE1D
0,X,52531448,52531706,XAGE1B
0,X,52533012,52533261,XAGE1D
0,X,52541091,52541214,XAGE1E
0,X,52541091,52541214,XAGE1B
0,X,52543704,52543931,XAGE1E
0,X,52543704,52543931,XAGE1B
0,X,52544342,52544600,XAGE1E
0,X,52544342,52544600,XAGE1B
0,X,52545906,52546155,XAGE1E
0,X,52674443,52682573,SSX7
0,X,52726988,52727189,SSX2B
0,X,52726988,52727189,SSX2
0,X,52727786,52728032,SSX2B
0,X,52727786,52728032,SSX2
0,X,52729443,52729679,SSX2B
0,X,52729443,52729679,SSX2
0,X,52731581,52731731,SSX2B
0,X,52731581,52731731,SSX2
0,X,52733497,52733693,SSX2B
0,X,52733497,52733693,SSX2
0,X,52734128,52734343,SSX2B
0,X,52734128,52734343,SSX2
0,X,52734681,52734850,SSX2B
0,X,52734681,52734850,SSX2
0,X,52781708,52781877,SSX2B
0,X,52781708,52781877,SSX2
0,X,52782215,52782430,SSX2B
0,X,52782215,52782430,SSX2
0,X,52782865,52783061,SSX2B
0,X,52782865,52783061,SSX2
0,X,52784827,52784977,SSX2B
0,X,52784827,52784977,SSX2
0,X,52786881,52787117,SSX2B
0,X,52786881,52787117,SSX2
0,X,52788528,52788774,SSX2B
0,X,52788528,52788774,SSX2
0,X,52789371,52789572,SSX2B
0,X,52789371,52789572,SSX2
0,X,52825478,52826439,SPANXN5
0,X,52841541,52847288,XAGE5
0,X,52891597,52896215,XAGE3
0,X,52936203,52936945,FAM156B
0,X,52936203,52936945,FAM156A
0,X,52977105,52977847,FAM156B
0,X,52977105,52977847,FAM156A
0,X,53105754,53106976,GPR173
0,X,53111631,53117172,TSPYL2
0,X,53221876,53254122,KDM5C
0,X,53263351,53350372,IQSEC2
0,X,53406974,53449600,SMC1A
0,X,53453175,53457987,RIBC1
0,X,53458302,53461343,HSD17B10
0,X,53560220,53681102,HUWE1
0,X,53964364,54071374,PHF8
0,X,54099416,54099771,FAM120C
0,X,54099416,54099771,NM_001300788
0,X,54106615,54106773,FAM120C
0,X,54106615,54106773,NM_001300788
0,X,54107705,54107944,FAM120C
0,X,54107705,54107944,NM_001300788
0,X,54112098,54117910,FAM120C
0,X,54117695,54117910,NM_001300788
0,X,54142928,54143278,FAM120C
0,X,54142928,54143278,NM_001300788
0,X,54159075,54159347,FAM120C
0,X,54159075,54159347,NM_001300788
0,X,54160156,54160530,FAM120C
0,X,54160156,54160530,NM_001300788
0,X,54161214,54161595,FAM120C
0,X,54161214,54161595,NM_001300788
0,X,54161911,54162088,FAM120C
0,X,54161911,54162088,NM_001300788
0,X,54162874,54163074,FAM120C
0,X,54162874,54163074,NM_001300788
0,X,54177628,54177857,FAM120C
0,X,54177628,54177857,NM_001300788
0,X,54184072,54184255,FAM120C
0,X,54184072,54184255,NM_001300788
0,X,54185753,54186100,FAM120C
0,X,54185753,54186100,NM_001300788
0,X,54200512,54209682,FAM120C
0,X,54208883,54209682,NM_001300788
0,X,54224707,54360157,WNK3
0,X,54466805,54471034,TSR2
0,X,54472492,54521916,FGD1
0,X,54558950,54587086,GNL3L
